Date,Rating,Review,Device Type,Is_Burmese,Sentiment_Score,Translated_Review,Sentiment_Score_Translated
11/8/2025 18:29,1,Scam app ကြီးပါဟယ် ဖုန်းဘေလ် 5K ထည့်တာ ပျောက်သွားတယ် ဖုန်းဘေလ်မရောက်လာဘူး ပိုက်ဆံကထွက်သွားတယ်,Phone,1,0,It's a big scam app. I added 5K to my phone bill. It's gone. The phone bill didn't arrive. The money went out,0
11/8/2025 15:15,1,"bad service,",Phone,0,-0.7,"bad service,",-0.7
11/8/2025 14:27,4,Good,Phone,0,0.7,Good,0.7
11/8/2025 13:52,5,good,Phone,0,0.7,good,0.7
11/8/2025 8:43,1,I don't like this app,Phone,0,0,I don't like this app,0
11/7/2025 20:08,5,good,Tablet,0,0.7,good,0.7
11/7/2025 18:48,5,SoOkgood,Phone,0,0,SoOkgood,0
11/7/2025 17:17,5,Nice App for payment,Phone,0,0.6,Nice App for payment,0.6
11/7/2025 16:46,3,ok,Phone,0,0.5,ok,0.5
11/7/2025 8:11,5,so good,Phone,0,0.7,so good,0.7
11/7/2025 7:21,5,good,Phone,0,0.7,good,0.7
11/7/2025 5:59,1,don't use this software. you will lose all of your money. their customer service will not support you whatever you facing.,Phone,0,0,don't use this software. you will lose all of your money. their customer service will not support you whatever you facing.,0
11/7/2025 3:45,5,Help you app dowload,Phone,0,0,Help you app dowload,0
11/7/2025 1:18,5,good,Phone,0,0.7,good,0.7
11/6/2025 19:12,5,Very good,Phone,0,0.9099999999999999,Very good,0.9099999999999999
11/6/2025 15:55,5,good,Phone,0,0.7,good,0.7
11/6/2025 15:04,5,good,Phone,0,0.7,good,0.7
11/6/2025 13:14,1,စောက်ရေးမပါတဲ့ noti တွေတက်နေတာ phayloephyit loh သုံးနေတာ ငွေဝင်ငွေထွက်ပဲ သိချင်တာ matharma tway yay,Tablet,1,0,I'm taking noti without registration.,0
11/6/2025 7:49,5,very good,Tablet,0,0.9099999999999999,very good,0.9099999999999999
11/6/2025 3:51,5,very good,Tablet,0,0.9099999999999999,very good,0.9099999999999999
11/6/2025 2:47,3,good lee,Phone,0,0.7,good lee,0.7
11/5/2025 14:23,5,good,Phone,0,0.7,good,0.7
11/5/2025 11:33,5,အခြားဘဏ် service SMS နှင့် ငွေလက်ခံရရှီ‌ကြောင်း massage ဝင်တယ် အခြားဘဏ် တွေ အရမ်းကောင်း လေ့လာ,Phone,1,0,Other banks service SMS and massage to receive money. Study other banks very well,-0.016666667
11/5/2025 8:40,5,i like this@,Phone,0,0,i like this@,0
11/5/2025 6:39,2,good,Phone,0,0.7,good,0.7
11/5/2025 2:45,5,Using for best app,Phone,0,1,Using for best app,1
11/4/2025 23:13,5,good,Phone,0,0.7,good,0.7
11/4/2025 18:28,5,Best,Phone,0,1,Best,1
11/4/2025 17:10,5,‌ပိုက်ဆံကိုအိပ်နဲ့သယ်စရာမလိုတော့ဘူး အဆင်‌ေြပတယ်,Phone,1,0,It's convenient not to have to carry the money,0
11/3/2025 18:36,5,goid,Phone,0,0,goid,0
11/3/2025 15:39,4,"Why is recharge for some games not updating. It says ''Maintenance is Underway"".",Tablet,0,0,"Why is recharge for some games not updating. It says ''Maintenance is Underway"".",0
11/3/2025 15:23,4,good,Phone,0,0.7,good,0.7
11/3/2025 15:08,1,you can app join very slowiy down,Phone,0,0.022222222222222213,you can app join very slowiy down,0.022222222222222213
11/3/2025 14:57,5,Ok,Tablet,0,0.5,Ok,0.5
11/2/2025 10:03,5,good,Tablet,0,0.7,good,0.7
11/1/2025 22:46,5,good,Phone,0,0.7,good,0.7
11/1/2025 14:31,1,a lot of errors too disappointing,Phone,0,-0.6,a lot of errors too disappointing,-0.6
11/1/2025 13:43,5,good,Phone,0,0.7,good,0.7
11/1/2025 13:25,5,ThawDar,Phone,0,0,ThawDar,0
11/1/2025 3:13,5,ေဆာ့ဝဲလ္ေဒါင္းမရဘူးဗ်,Phone,1,0,I can't download the software,0
11/1/2025 2:40,1,ငါ့ငွေလွှဲ ဖုန်းဘေထည့်လို့မရဘူး,Phone,1,0,I can't add my money transfer phone number,0
10/31/2025 18:06,3,"Need to "" Dark mode"" next update.",Phone,0,-0.075,"Need to "" Dark mode"" next update.",-0.075
10/31/2025 17:44,1,pinမေ့နေတာ မလုပ်ပေးဘူး,Phone,1,0,Forgotten pin does not work,0
10/31/2025 16:14,5,It is easy to use and convenient because of its clear payment and strong security. It saves time.,Phone,0,0.3222222222222222,It is easy to use and convenient because of its clear payment and strong security. It saves time.,0.3222222222222222
10/31/2025 10:11,5,Good app,Phone,0,0.7,Good app,0.7
10/31/2025 7:05,5,tgankyou,Phone,0,0,tgankyou,0
10/31/2025 2:15,5,like,Phone,0,0,like,0
10/31/2025 2:12,5,good,Tablet,0,0.7,good,0.7
10/30/2025 9:43,5,like,Phone,0,0,like,0
10/30/2025 8:17,5,thank love you all,Phone,0,0.5,thank love you all,0.5
10/30/2025 7:02,5,very useful for me,Phone,0,0.39,very useful for me,0.39
10/30/2025 6:33,5,ကျန်းမာချမ်းသာကြပါစေ,Phone,1,0,May they be healthy and prosperous,0.5
10/30/2025 5:43,3,good job,Phone,0,0.7,good job,0.7
10/30/2025 2:45,4,good,Phone,0,0.7,good,0.7
10/29/2025 21:45,5,Best App In Burma.,Phone,0,1,Best App In Burma.,1
10/29/2025 21:17,5,help me,Phone,0,0,help me,0
10/29/2025 19:23,5,ok,Phone,0,0.5,ok,0.5
10/29/2025 14:02,5,like,Phone,0,0,like,0
10/29/2025 13:23,1,xi,Tablet,0,0,xi,0
10/29/2025 13:05,1,ဖောက်လို့ကိုမရ,Tablet,1,0,Can't break through,0
10/29/2025 9:02,5,ok,Phone,0,0.5,ok,0.5
10/29/2025 6:49,5,မဂ်လာပါ။,Phone,1,0,Majla.,0
10/29/2025 5:46,2,2 update,Phone,0,0,2 update,0
10/29/2025 5:18,5,it really good,Phone,0,0.7,it really good,0.7
10/28/2025 23:08,5,Lee Pet,Phone,0,0,Lee Pet,0
10/28/2025 16:46,5,like thet,Phone,0,0,like thet,0
10/28/2025 8:17,3,goob,Phone,0,0,goob,0
10/28/2025 2:31,5,t is fine and we do,Phone,0,0.4166666666666667,t is fine and we do,0.4166666666666667
10/28/2025 2:23,5,kplay,Phone,0,0,kplay,0
10/27/2025 17:42,5,Good,Phone,0,0.7,Good,0.7
10/27/2025 12:20,5,Useful for me,Phone,0,0.3,Useful for me,0.3
10/27/2025 5:15,5,Good,Phone,0,0.7,Good,0.7
10/26/2025 19:27,5,very good to use this app,Phone,0,0.9099999999999999,very good to use this app,0.9099999999999999
10/26/2025 15:31,5,device change,Tablet,0,0,device change,0
10/26/2025 15:10,5,Hhuu,Phone,0,0,Hhuu,0
10/26/2025 11:56,5,thanksyou,Phone,0,0,thanksyou,0
10/26/2025 6:02,1,no update,Phone,0,0,no update,0
10/25/2025 19:41,5,r?jt,Phone,0,0,r?jt,0
10/25/2025 16:27,4,goots,Phone,0,0,goots,0
10/25/2025 14:02,5,kyawgyi,Phone,0,0,kyawgyi,0
10/25/2025 3:20,5,good live,Phone,0,0.41818181818181815,good live,0.41818181818181815
10/24/2025 15:58,5,good to use,Phone,0,0.7,good to use,0.7
10/24/2025 12:24,5,please app down not??,Phone,0,-0.155555556,please app down not??,-0.155555556
10/24/2025 8:13,5,Ok,Tablet,0,0.5,Ok,0.5
10/24/2025 7:06,5,good.,Phone,0,0.7,good.,0.7
10/24/2025 5:59,5,good,Phone,0,0.7,good,0.7
10/24/2025 5:30,5,nice,Phone,0,0.6,nice,0.6
10/24/2025 4:32,1,shitiest app ever I use.. it doesn't allow topping up to same number with same amount.,Phone,0,0,shitiest app ever I use.. it doesn't allow topping up to same number with same amount.,0
10/24/2025 0:38,5,ok,Phone,0,0.5,ok,0.5
10/23/2025 12:29,5,good,Phone,0,0.7,good,0.7
10/23/2025 11:56,5,good night baby,Phone,0,0.7,good night baby,0.7
10/23/2025 7:12,5,My Mi-Phone cann`t use this app.Why?why?,Phone,0,0,My Mi-Phone cann`t use this app.Why?why?,0
10/23/2025 1:22,5,Good,Phone,0,0.7,Good,0.7
10/23/2025 1:00,5,good app,Phone,0,0.7,good app,0.7
10/22/2025 23:38,5,good,Tablet,0,0.7,good,0.7
10/22/2025 18:29,5,Very good,Tablet,0,0.9099999999999999,Very good,0.9099999999999999
10/22/2025 14:54,3,ok,Tablet,0,0.5,ok,0.5
10/22/2025 13:54,5,good,Tablet,0,0.7,good,0.7
10/22/2025 13:12,5,I like .,Tablet,0,0,I like .,0
10/22/2025 13:07,5,Yas,Phone,0,0,Yas,0
10/22/2025 11:42,5,good,Phone,0,0.7,good,0.7
10/22/2025 11:39,5,Government controlled bank,Phone,0,0,Government controlled bank,0
10/22/2025 11:06,3,When will the full upgrade come? I would like to add the ability to create your own password and PIN.,Phone,0,0.475,When will the full upgrade come? I would like to add the ability to create your own password and PIN.,0.475
10/22/2025 6:23,5,လာဟူ,Phone,1,0,Come on,0
10/22/2025 6:11,5,Thank you.For app,Phone,0,0,Thank you.For app,0
10/22/2025 4:34,1,"Overall is great , but the annoying thing is ur kpay acc is automatically follow official accounts ( Like page/Advertising Channels ) however i unfollow them , it keeps coming a lot and tired of it. The user must have control of their own accounts not by force following even if they pay to put on the kpay official accounts list.",Phone,0,0.033333333333333326,"Overall is great , but the annoying thing is ur kpay acc is automatically follow official accounts ( Like page/Advertising Channels ) however i unfollow them , it keeps coming a lot and tired of it. The user must have control of their own accounts not by force following even if they pay to put on the kpay official accounts list.",0.033333333333333326
10/20/2025 15:06,3,Nice app,Phone,0,0.6,Nice app,0.6
10/20/2025 14:07,1,တစ်ခါတစ်လေကြရ်ငhackတယ်ဗျ,Phone,1,0,Sometimes they hack,0
10/20/2025 12:07,5,so good,Phone,0,0.7,so good,0.7
10/20/2025 5:59,2,not bed,Phone,0,0,not bed,0
10/20/2025 4:52,5,install,Tablet,0,0,install,0
10/20/2025 0:28,5,good,Tablet,0,0.7,good,0.7
10/19/2025 20:13,5,err,Phone,0,0,err,0
10/19/2025 17:49,5,pha ngai..,Phone,0,0,pha ngai..,0
10/19/2025 16:03,5,SaSai,Phone,0,0,SaSai,0
10/19/2025 15:17,5,ok,Phone,0,0.5,ok,0.5
10/19/2025 13:04,5,better,Phone,0,0.5,better,0.5
10/18/2025 16:34,1,အရေးကြီးလို့အကောင့်ဖွင့်တာစိစစ်နေတာရက်ပေါင်းမနည်းဘူးဖအေတော်ဖို့စိစစ်နေတာထင်တယ်,Tablet,1,0,"Because it is important, I have been verifying the opening of the account for several days",0.2
10/18/2025 16:23,4,appreciate,Phone,0,0,appreciate,0
10/18/2025 13:40,4,Good app,Tablet,0,0.7,Good app,0.7
10/18/2025 12:28,5,very useful,Tablet,0,0.39,very useful,0.39
10/18/2025 12:10,5,ok,Phone,0,0.5,ok,0.5
10/18/2025 11:06,5,KBZ Bank and UK city taunggyi Myanmar the grand Shan hotel and tour rental Inlay myanmar. family and friends,Tablet,0,0.5,KBZ Bank and UK city taunggyi Myanmar the grand Shan hotel and tour rental Inlay myanmar. family and friends,0.5
10/18/2025 9:36,5,I life like do.,Phone,0,0,I life like do.,0
10/18/2025 6:56,5,Nice,Phone,0,0.6,Nice,0.6
10/18/2025 6:32,1,အကုန်လုံး မင်းတို့ $ လုပ်တွေကြီးပဲ application ကတော့ သုံးရတာ အဆင်ပြေပေမယ့် KBZ Center မှာ Account နဲ့ပတ်သက်လို့ တစ်ခုခုများသွားမလုပ်နဲ့ ဟိုရက်ချိန်း ဒီရက်ချိန်းနဲ့ မပြီးနိုင်တော့ဘူး။ တစ်နေ့က မနက် ၉ နာရီကနေ နေ့လည် ၁ နာရီလောက်ထိ ထိုင်စောင့်ပြီးခါမှ ဟိုရက်ပြန်ချိန်း ဒီရက်ပြန်ချိန်းနဲ့ မင်းတို့ $ လုပ်တွေကြီးပဲ။ဗိုက်ကဆာဆာနဲ့ လူက ဒေါသထွက်သွား တော့ Application ကိုပါ တစ်ခါထဲ uninstall လုပ်လိုက်ပြစ်လိုက်တယ်။ ငါ့အသိုင်းအဝိုင်း ငါ့အသိတွေအကုန်လုံးကိုလည်း Uninstall လုပ်ခိုင်းမယ်။,Phone,1,-0.1,"All of you make a lot of money. The application is easy to use, but because of the account at KBZ Center, I can't complete the appointment. The other day, I sat and waited from 9:00 AM to 1:00 PM, then rescheduled the other day and you made a lot of money. I will also ask you to uninstall all of my community and knowledge.",0.036666667
10/18/2025 4:21,5,it's useful,Phone,0,0.3,it's useful,0.3
10/17/2025 17:21,5,i need money,Tablet,0,0,i need money,0
10/17/2025 15:48,5,Nnt.,Phone,0,0,Nnt.,0
10/17/2025 8:48,5,good,Tablet,0,0.7,good,0.7
10/17/2025 8:41,5,verygood,Phone,0,0,verygood,0
10/17/2025 8:07,5,good,Phone,0,0.7,good,0.7
10/17/2025 5:01,5,ကိုစိုးကြီးရဲ့ တယ်လီဖုန်း,Phone,1,0,Ko Soegyi's telephone,0
10/17/2025 2:47,5,အို့,Phone,1,0,Oh,0
10/17/2025 1:07,5,ok,Phone,0,0.5,ok,0.5
10/16/2025 17:42,5,Good❤️,Phone,0,0,Good❤️,0
10/16/2025 12:45,3,Good,Phone,0,0.7,Good,0.7
10/16/2025 11:07,1,Very Bad customer services ever.,Phone,0,-0.91,Very Bad customer services ever.,-0.91
10/16/2025 10:52,5,Good app thank,Tablet,0,0.7,Good app thank,0.7
10/16/2025 9:14,5,QUERT@.KBZPAY piN မေသွားလ်ု့ရယူချင်းပါတာ်ဗျ,Phone,1,0,QUERT@.KBZPAY piN May go and get it,0
10/16/2025 8:05,5,like,Phone,0,0,like,0
10/15/2025 22:03,5,ok,Phone,0,0.5,ok,0.5
10/15/2025 15:28,5,Good,Tablet,0,0.7,Good,0.7
10/15/2025 13:26,5,good,Phone,0,0.7,good,0.7
10/15/2025 12:16,5,Love you all,Phone,0,0.5,Love you all,0.5
10/15/2025 12:16,5,ကောင်းတယ်,Phone,1,0,that's cool,0.35
10/15/2025 11:16,5,၁၃၄၄၅၆၆၇,Phone,1,0,13445667,0
10/15/2025 4:01,5,useful app,Tablet,0,0.3,useful app,0.3
10/15/2025 3:02,5,good,Phone,0,0.7,good,0.7
10/14/2025 14:03,5,so good,Phone,0,0.7,so good,0.7
10/14/2025 11:17,1,low bank service quality,Phone,0,0,low bank service quality,0
10/14/2025 9:14,5,very good,Phone,0,0.9099999999999999,very good,0.9099999999999999
10/14/2025 8:58,5,app into not dainger good like,Phone,0,0.7,app into not dainger good like,0.7
10/14/2025 5:53,5,good,Phone,0,0.7,good,0.7
10/13/2025 17:03,5,good,Phone,0,0.7,good,0.7
10/13/2025 9:23,5,Thanks you .This App regular to money payment,Phone,0,0.1,Thanks you .This App regular to money payment,0.1
10/13/2025 6:28,5,ok,Phone,0,0.5,ok,0.5
10/13/2025 6:26,5,htoomyat,Phone,0,0,htoomyat,0
10/13/2025 5:18,5,နန့်ဝင်းနီလာခိုင်,Phone,1,0,Nan Win Nila Khaing,0.8
10/12/2025 20:15,4,Really ? Hhfg,Phone,0,0.2,Really ? Hhfg,0.2
10/12/2025 17:59,5,good,Phone,0,0.7,good,0.7
10/12/2025 17:12,5,good,Tablet,0,0.7,good,0.7
10/12/2025 16:31,5,good luck,Tablet,0,0.7,good luck,0.7
10/12/2025 11:31,1,MaungMin,Tablet,0,0,MaungMin,0
10/12/2025 8:47,1,ပြည်သူနဲ့အတူပူပေါင်းကူညီ‌ပေးပါ,Tablet,1,0,Please help the people,0
10/12/2025 8:02,5,good,Tablet,0,0.7,good,0.7
10/12/2025 4:36,4,majala,Phone,0,0,majala,0
10/12/2025 2:47,4,Good,Phone,0,0.7,Good,0.7
10/12/2025 1:26,5,good,Phone,0,0.7,good,0.7
10/11/2025 13:29,5,barry so myat,Phone,0,0,barry so myat,0
10/11/2025 12:54,5,khaing zin,Phone,0,0,khaing zin,0
10/11/2025 12:10,1,Why are there ads? It is a bank app for god sake. Please remove advertisements.,Phone,0,0,Why are there ads? It is a bank app for god sake. Please remove advertisements.,0
10/11/2025 12:02,5,good,Phone,0,0.7,good,0.7
10/11/2025 9:35,5,my like,Phone,0,0,my like,0
10/10/2025 7:57,5,good,Phone,0,0.7,good,0.7
10/10/2025 6:18,5,good,Phone,0,0.7,good,0.7
10/10/2025 6:09,5,Simple is good.,Phone,0,0.35,Simple is good.,0.35
10/10/2025 5:53,5,good,Phone,0,0.7,good,0.7
10/10/2025 4:51,1,KPay market seller cancelled my order reason being “Stock out” and yet still on seller listing even after cancellation. I'm starting to think seller hate discount coupon. This is ruining the thadingyut spirit!,Phone,0,-0.5,KPay market seller cancelled my order reason being “Stock out” and yet still on seller listing even after cancellation. I'm starting to think seller hate discount coupon. This is ruining the thadingyut spirit!,-0.5
10/10/2025 4:19,5,good,Phone,0,0.7,good,0.7
10/10/2025 3:52,5,it's good,Phone,0,0.7,it's good,0.7
10/9/2025 18:50,5,good,Phone,0,0.7,good,0.7
10/9/2025 18:22,5,Ok,Phone,0,0.5,Ok,0.5
10/9/2025 17:50,5,like,Phone,0,0,like,0
10/9/2025 13:59,5,Yingyou Lve,Phone,0,0,Yingyou Lve,0
10/9/2025 12:30,5,good,Phone,0,0.7,good,0.7
10/9/2025 12:22,4,Best popular vote,Tablet,0,0.8,Best popular vote,0.8
10/9/2025 8:42,5,ဖုန်ဘေလ်ဖြည့်လို့ရလို့,Phone,1,0,Because you can fill the dirt bill,0
10/9/2025 7:15,5,good,Phone,0,0.7,good,0.7
10/9/2025 5:17,5,not bad!,Phone,0,0.4374999999999999,not bad!,0.4374999999999999
10/9/2025 4:27,5,pøkêmóñ,Phone,0,0,pøkêmóñ,0
10/9/2025 3:56,5,SAIAUNGMURNG,Phone,0,0,SAIAUNGMURNG,0
10/9/2025 3:37,5,k pay,Phone,0,0,k pay,0
10/9/2025 2:52,5,good,Phone,0,0.7,good,0.7
10/9/2025 0:38,1,good application,Phone,0,0.7,good application,0.7
10/8/2025 17:29,5,GoodMoney,Phone,0,0,GoodMoney,0
10/8/2025 16:38,5,good,Tablet,0,0.7,good,0.7
10/8/2025 15:08,5,ok very good,Phone,0,0.705,ok very good,0.705
10/8/2025 11:49,5,⭐⭐⭐⭐⭐,Phone,0,0,⭐⭐⭐⭐⭐,0
10/8/2025 10:27,5,myo,Phone,0,0,myo,0
10/8/2025 9:13,5,တန်းမရပူးကွာ,Phone,1,0,Not getting a grade,0
10/8/2025 5:35,5,ဝင်မရဘူး,Phone,1,0,Can't enter,0
10/8/2025 5:03,5,Ok,Phone,0,0.5,Ok,0.5
10/8/2025 3:45,5,good,Phone,0,0.7,good,0.7
10/8/2025 3:28,5,good application,Phone,0,0.7,good application,0.7
10/8/2025 0:58,1,တနေ့ကိုအကန့်သတ်မရှိငွေသွင်းငွေထုတ်နိုင်မှကြယ်ငါးလုံးပေးမယ်,Phone,1,0,I will give you five stars if you can make unlimited deposits and withdrawals per day,0
10/7/2025 23:09,5,Good,Phone,0,0.7,Good,0.7
10/7/2025 22:08,5,Good,Phone,0,0.7,Good,0.7
10/7/2025 21:57,5,ok,Tablet,0,0.5,ok,0.5
10/7/2025 16:11,5,it is so useful,Phone,0,0.3,it is so useful,0.3
10/7/2025 14:43,5,so smart style of mobile and check out,Phone,0,0.21428571428571427,so smart style of mobile and check out,0.21428571428571427
10/7/2025 14:32,5,ThantZin Htwe,Phone,0,0,ThantZin Htwe,0
10/7/2025 13:50,1,"Bad QoS service, even cannot participate in Thadingyut event. The events are like seductive events. I get only 1200 MMK in this event.",Phone,0,-0.35,"Bad QoS service, even cannot participate in Thadingyut event. The events are like seductive events. I get only 1200 MMK in this event.",-0.35
10/7/2025 13:45,1,poor connection..,Phone,0,-0.4,poor connection..,-0.4
10/7/2025 13:36,1,သီတင်းကျွတ် မုန့်ဖိုးစီစဥ်က လိ့မို့ယူမရတာလား,Phone,1,0,Can't take it because the weekend bread plan is a scam?,0
10/7/2025 13:35,1,"so many bugs,lags and traffic errors",Phone,0,0.5,"so many bugs,lags and traffic errors",0.5
10/7/2025 13:30,5,good,Phone,0,0.7,good,0.7
10/7/2025 13:25,5,verry good.,Phone,0,0.7,verry good.,0.7
10/7/2025 8:10,5,Goog,Phone,0,0,Goog,0
10/7/2025 6:09,5,nice,Phone,0,0.6,nice,0.6
10/7/2025 5:29,5,good,Phone,0,0.7,good,0.7
10/7/2025 3:42,3,easy,Phone,0,0.43333333333333335,easy,0.43333333333333335
10/7/2025 3:17,5,good pay,Tablet,0,0.7,good pay,0.7
10/7/2025 3:11,1,l cant even open the account,Phone,0,0,l cant even open the account,0
10/7/2025 2:51,5,good good,Phone,0,0.7,good good,0.7
10/6/2025 16:44,5,ok,Phone,0,0.5,ok,0.5
10/6/2025 16:24,5,good,Phone,0,0.7,good,0.7
10/6/2025 14:25,1,bad,Phone,0,-0.7,bad,-0.7
10/6/2025 13:45,1,it so many error and so bad connection. it cannot solve our problem of their app error.,Phone,0,-0.1,it so many error and so bad connection. it cannot solve our problem of their app error.,-0.1
10/6/2025 13:37,5,good,Tablet,0,0.7,good,0.7
10/6/2025 13:23,4,Useful to get app,Phone,0,0.3,Useful to get app,0.3
10/6/2025 12:43,5,Myanmar on the world,Phone,0,0,Myanmar on the world,0
10/6/2025 11:54,5,ဂွတ်,Tablet,1,0,Good,0.7
10/6/2025 11:46,5,draws,Phone,0,0,draws,0
10/6/2025 11:13,5,Good,Tablet,0,0.7,Good,0.7
10/6/2025 9:55,5,I like is it,Tablet,0,0,I like is it,0
10/6/2025 9:09,5,currently so smooth,Phone,0,0.4,currently so smooth,0.4
10/6/2025 8:50,5,I like this app,Phone,0,0,I like this app,0
10/6/2025 7:29,2,good KBZ pay,Tablet,0,0.7,good KBZ pay,0.7
10/6/2025 6:58,5,Ok,Phone,0,0.5,Ok,0.5
10/6/2025 6:40,5,like,Tablet,0,0,like,0
10/6/2025 6:25,4,သုံးရတာအဆင်ပြေတယ် အာမခံချက်အပြည့်ဝရှိတယ်,Phone,1,0,"Easy to use, fully guaranteed",0.43333333333333335
10/6/2025 6:14,5,ok,Tablet,0,0.5,ok,0.5
10/6/2025 3:54,5,good,Phone,0,0.7,good,0.7
10/6/2025 3:43,5,Good,Phone,0,0.7,Good,0.7
10/6/2025 3:21,5,Easy to transfer the cash each and every account.,Phone,0,0.43333333333333335,Easy to transfer the cash each and every account.,0.43333333333333335
10/6/2025 3:08,5,Good,Phone,0,0.7,Good,0.7
10/6/2025 2:16,5,good,Phone,0,0.7,good,0.7
10/5/2025 21:35,5,⭐⭐⭐⭐⭐,Phone,0,0,⭐⭐⭐⭐⭐,0
10/5/2025 17:26,5,ok,Phone,0,0.5,ok,0.5
10/5/2025 16:30,5,Good,Phone,0,0.7,Good,0.7
10/5/2025 14:43,5,It is convenient to use.,Tablet,0,0,It is convenient to use.,0
10/5/2025 14:03,5,Good,Phone,0,0.7,Good,0.7
10/5/2025 13:43,5,Good,Phone,0,0.7,Good,0.7
10/5/2025 12:08,5,Good,Phone,0,0.7,Good,0.7
10/5/2025 11:43,5,ကံထူးသူဖြစ်ချင်တယ်,Phone,1,0,I want to be lucky,0.3333333333333333
10/5/2025 11:31,5,Like,Phone,0,0,Like,0
10/5/2025 10:45,5,Kpz pin,Phone,0,0,Kpz pin,0
10/5/2025 10:43,5,good,Phone,0,0.7,good,0.7
10/5/2025 6:26,5,good,Phone,0,0.7,good,0.7
10/5/2025 5:22,5,very good,Phone,0,0.9099999999999999,very good,0.9099999999999999
10/5/2025 4:22,5,good,Phone,0,0.7,good,0.7
10/5/2025 4:16,3,Hhoo rymcnm,Phone,0,0,Hhoo rymcnm,0
10/5/2025 4:05,5,good,Phone,0,0.7,good,0.7
10/5/2025 3:28,5,"It would be frustrating to have to go to the bank to log in with a new phone because our phone is broken. Instead, it would be better to have our account scanned using a facial recognition method.",Phone,0,-0.032727273,"It would be frustrating to have to go to the bank to log in with a new phone because our phone is broken. Instead, it would be better to have our account scanned using a facial recognition method.",-0.032727273
10/5/2025 0:25,5,Good,Phone,0,0.7,Good,0.7
10/4/2025 16:54,5,Good ..,Tablet,0,0.7,Good ..,0.7
10/4/2025 15:00,5,good,Tablet,0,0.7,good,0.7
10/4/2025 14:14,5,nice app,Phone,0,0.6,nice app,0.6
10/4/2025 14:06,1,kmkl kpay,Phone,0,0,kmkl kpay,0
10/4/2025 13:40,2,No update .No service. No top up.I have money in my account but I do no get top up .,Phone,0,0.125,No update .No service. No top up.I have money in my account but I do no get top up .,0.125
10/4/2025 13:37,5,This App So Good For Use.,Phone,0,0.7,This App So Good For Use.,0.7
10/4/2025 13:23,5,goort mane,Phone,0,0,goort mane,0
10/4/2025 13:19,5,"For me , everything is Ok whem I'm with KBZPay.",Phone,0,0.5,"For me , everything is Ok whem I'm with KBZPay.",0.5
10/4/2025 12:51,5,Redmi A5,Phone,0,0,Redmi A5,0
10/4/2025 5:39,5,goodLuck Me,Phone,0,0,goodLuck Me,0
10/4/2025 3:18,1,Bad connection,Phone,0,-0.7,Bad connection,-0.7
10/4/2025 2:53,5,လိုအပ်လို့ပါဗျားးး,Phone,1,0,You need it,0
10/3/2025 18:07,5,good,Tablet,0,0.7,good,0.7
10/3/2025 13:42,5,4years,Phone,0,0,4years,0
10/3/2025 10:21,5,good,Phone,0,0.7,good,0.7
10/3/2025 7:37,5,nice,Phone,0,0.6,nice,0.6
10/3/2025 6:18,5,Good,Phone,0,0.7,Good,0.7
10/3/2025 1:02,5,good software,Phone,0,0.7,good software,0.7
10/3/2025 0:18,5,good,Phone,0,0.7,good,0.7
10/3/2025 0:06,5,very good kaypay,Tablet,0,0.9099999999999999,very good kaypay,0.9099999999999999
10/2/2025 17:47,4,good,Phone,0,0.7,good,0.7
10/2/2025 17:04,5,ok,Phone,0,0.5,ok,0.5
10/2/2025 15:38,5,good,Phone,0,0.7,good,0.7
