Date,Rating,Review,Is_Burmese,Sentiment_Score,Translated_Review,Sentiment_Score_Translated,Days_Since_Start,Device_Phone,Device_Tablet
2025-11-07 17:17:00,5,Nice App for payment,0,0.6,Nice App for payment,0.6,191,True,False
2025-11-07 16:46:00,3,ok,0,0.5,ok,0.5,191,True,False
2025-11-07 08:11:00,5,so good,0,0.7,so good,0.7,191,True,False
2025-11-07 07:21:00,5,good,0,0.7,good,0.7,191,True,False
2025-11-07 05:59:00,1,don't use this software. you will lose all of your money. their customer service will not support you whatever you facing.,0,0.0,don't use this software. you will lose all of your money. their customer service will not support you whatever you facing.,0.0,191,True,False
2025-11-07 03:45:00,5,Help you app dowload,0,0.0,Help you app dowload,0.0,190,True,False
2025-11-07 01:18:00,5,good,0,0.7,good,0.7,190,True,False
2025-11-06 19:12:00,5,Very good,0,0.91,Very good,0.91,190,True,False
2025-11-06 15:55:00,5,good,0,0.7,good,0.7,190,True,False
2025-11-06 15:04:00,5,good,0,0.7,good,0.7,190,True,False
2025-11-06 13:14:00,1,စောက်ရေးမပါတဲ့ noti တွေတက်နေတာ phayloephyit loh သုံးနေတာ ငွေဝင်ငွေထွက်ပဲ သိချင်တာ matharma tway yay,1,0.0,I'm taking noti without registration.,0.0,190,False,True
2025-11-06 07:49:00,5,very good,0,0.91,very good,0.91,190,False,True
2025-11-06 03:51:00,5,very good,0,0.91,very good,0.91,189,False,True
2025-11-06 02:47:00,3,good lee,0,0.7,good lee,0.7,189,True,False
2025-11-05 14:23:00,5,good,0,0.7,good,0.7,189,True,False
2025-11-05 11:33:00,5,အခြားဘဏ် service SMS နှင့် ငွေလက်ခံရရှီ‌ကြောင်း massage ဝင်တယ် အခြားဘဏ် တွေ အရမ်းကောင်း လေ့လာ,1,0.0,Other banks service SMS and massage to receive money. Study other banks very well,-0.016666667,189,True,False
2025-11-05 08:40:00,5,i like this@,0,0.0,i like this@,0.0,189,True,False
2025-11-05 06:39:00,2,good,0,0.7,good,0.7,189,True,False
2025-11-05 02:45:00,5,Using for best app,0,1.0,Using for best app,1.0,188,True,False
2025-11-04 23:13:00,5,good,0,0.7,good,0.7,188,True,False
2025-11-04 18:28:00,5,Best,0,1.0,Best,1.0,188,True,False
2025-11-04 17:10:00,5,‌ပိုက်ဆံကိုအိပ်နဲ့သယ်စရာမလိုတော့ဘူး အဆင်‌ေြပတယ်,1,0.0,It's convenient not to have to carry the money,0.0,188,True,False
2025-11-03 18:36:00,5,goid,0,0.0,goid,0.0,187,True,False
2025-11-03 15:39:00,4,"Why is recharge for some games not updating. It says ''Maintenance is Underway"".",0,0.0,"Why is recharge for some games not updating. It says ''Maintenance is Underway"".",0.0,187,False,True
2025-11-03 15:23:00,4,good,0,0.7,good,0.7,187,True,False
2025-11-03 15:08:00,1,you can app join very slowiy down,0,0.0222222222222222,you can app join very slowiy down,0.0222222222222222,187,True,False
2025-11-03 14:57:00,5,Ok,0,0.5,Ok,0.5,187,False,True
2025-11-02 10:03:00,5,good,0,0.7,good,0.7,186,False,True
2025-11-01 22:46:00,5,good,0,0.7,good,0.7,185,True,False
2025-11-01 14:31:00,1,a lot of errors too disappointing,0,-0.6,a lot of errors too disappointing,-0.6,185,True,False
2025-11-01 13:43:00,5,good,0,0.7,good,0.7,185,True,False
2025-11-01 13:25:00,5,ThawDar,0,0.0,ThawDar,0.0,185,True,False
2025-11-01 03:13:00,5,ေဆာ့ဝဲလ္ေဒါင္းမရဘူးဗ်,1,0.0,I can't download the software,0.0,184,True,False
2025-11-01 02:40:00,1,ငါ့ငွေလွှဲ ဖုန်းဘေထည့်လို့မရဘူး,1,0.0,I can't add my money transfer phone number,0.0,184,True,False
2025-10-31 18:06:00,3,"Need to "" Dark mode"" next update.",0,-0.075,"Need to "" Dark mode"" next update.",-0.075,184,True,False
2025-10-31 17:44:00,1,pinမေ့နေတာ မလုပ်ပေးဘူး,1,0.0,Forgotten pin does not work,0.0,184,True,False
2025-10-31 16:14:00,5,It is easy to use and convenient because of its clear payment and strong security. It saves time.,0,0.3222222222222222,It is easy to use and convenient because of its clear payment and strong security. It saves time.,0.3222222222222222,184,True,False
2025-10-31 10:11:00,5,Good app,0,0.7,Good app,0.7,184,True,False
2025-10-31 07:05:00,5,tgankyou,0,0.0,tgankyou,0.0,184,True,False
2025-10-31 02:15:00,5,like,0,0.0,like,0.0,183,True,False
2025-10-31 02:12:00,5,good,0,0.7,good,0.7,183,False,True
2025-10-30 09:43:00,5,like,0,0.0,like,0.0,183,True,False
2025-10-30 08:17:00,5,thank love you all,0,0.5,thank love you all,0.5,183,True,False
2025-10-30 07:02:00,5,very useful for me,0,0.39,very useful for me,0.39,183,True,False
2025-10-30 06:33:00,5,ကျန်းမာချမ်းသာကြပါစေ,1,0.0,May they be healthy and prosperous,0.5,183,True,False
2025-10-30 05:43:00,3,good job,0,0.7,good job,0.7,183,True,False
2025-10-30 02:45:00,4,good,0,0.7,good,0.7,182,True,False
2025-10-29 21:45:00,5,Best App In Burma.,0,1.0,Best App In Burma.,1.0,182,True,False
2025-10-29 21:17:00,5,help me,0,0.0,help me,0.0,182,True,False
2025-10-29 19:23:00,5,ok,0,0.5,ok,0.5,182,True,False
2025-10-29 14:02:00,5,like,0,0.0,like,0.0,182,True,False
2025-10-29 13:23:00,1,xi,0,0.0,xi,0.0,182,False,True
2025-10-29 13:05:00,1,ဖောက်လို့ကိုမရ,1,0.0,Can't break through,0.0,182,False,True
2025-10-29 09:02:00,5,ok,0,0.5,ok,0.5,182,True,False
2025-10-29 06:49:00,5,မဂ်လာပါ။,1,0.0,Majla.,0.0,182,True,False
2025-10-29 05:46:00,2,2 update,0,0.0,2 update,0.0,182,True,False
2025-10-29 05:18:00,5,it really good,0,0.7,it really good,0.7,181,True,False
2025-10-28 23:08:00,5,Lee Pet,0,0.0,Lee Pet,0.0,181,True,False
2025-10-28 16:46:00,5,like thet,0,0.0,like thet,0.0,181,True,False
2025-10-28 08:17:00,3,goob,0,0.0,goob,0.0,181,True,False
2025-10-28 02:31:00,5,t is fine and we do,0,0.4166666666666667,t is fine and we do,0.4166666666666667,180,True,False
2025-10-28 02:23:00,5,kplay,0,0.0,kplay,0.0,180,True,False
2025-10-27 17:42:00,5,Good,0,0.7,Good,0.7,180,True,False
2025-10-27 12:20:00,5,Useful for me,0,0.3,Useful for me,0.3,180,True,False
2025-10-27 05:15:00,5,Good,0,0.7,Good,0.7,179,True,False
2025-10-26 19:27:00,5,very good to use this app,0,0.91,very good to use this app,0.91,179,True,False
2025-10-26 15:31:00,5,device change,0,0.0,device change,0.0,179,False,True
2025-10-26 15:10:00,5,Hhuu,0,0.0,Hhuu,0.0,179,True,False
2025-10-26 11:56:00,5,thanksyou,0,0.0,thanksyou,0.0,179,True,False
2025-10-26 06:02:00,1,no update,0,0.0,no update,0.0,179,True,False
2025-10-25 19:41:00,5,r?jt,0,0.0,r?jt,0.0,178,True,False
2025-10-25 16:27:00,4,goots,0,0.0,goots,0.0,178,True,False
2025-10-25 14:02:00,5,kyawgyi,0,0.0,kyawgyi,0.0,178,True,False
2025-10-25 03:20:00,5,good live,0,0.4181818181818181,good live,0.4181818181818181,177,True,False
2025-10-24 15:58:00,5,good to use,0,0.7,good to use,0.7,177,True,False
2025-10-24 12:24:00,5,please app down not??,0,-0.155555556,please app down not??,-0.155555556,177,True,False
2025-10-24 08:13:00,5,Ok,0,0.5,Ok,0.5,177,False,True
2025-10-24 07:06:00,5,good.,0,0.7,good.,0.7,177,True,False
2025-10-24 05:59:00,5,good,0,0.7,good,0.7,177,True,False
2025-10-24 05:30:00,5,nice,0,0.6,nice,0.6,176,True,False
2025-10-24 04:32:00,1,shitiest app ever I use.. it doesn't allow topping up to same number with same amount.,0,0.0,shitiest app ever I use.. it doesn't allow topping up to same number with same amount.,0.0,176,True,False
2025-10-24 00:38:00,5,ok,0,0.5,ok,0.5,176,True,False
2025-10-23 12:29:00,5,good,0,0.7,good,0.7,176,True,False
2025-10-23 11:56:00,5,good night baby,0,0.7,good night baby,0.7,176,True,False
2025-10-23 07:12:00,5,My Mi-Phone cann`t use this app.Why?why?,0,0.0,My Mi-Phone cann`t use this app.Why?why?,0.0,176,True,False
2025-10-23 01:22:00,5,Good,0,0.7,Good,0.7,175,True,False
2025-10-23 01:00:00,5,good app,0,0.7,good app,0.7,175,True,False
2025-10-22 23:38:00,5,good,0,0.7,good,0.7,175,False,True
2025-10-22 18:29:00,5,Very good,0,0.91,Very good,0.91,175,False,True
2025-10-22 14:54:00,3,ok,0,0.5,ok,0.5,175,False,True
2025-10-22 13:54:00,5,good,0,0.7,good,0.7,175,False,True
2025-10-22 13:12:00,5,I like .,0,0.0,I like .,0.0,175,False,True
2025-10-22 13:07:00,5,Yas,0,0.0,Yas,0.0,175,True,False
2025-10-22 11:42:00,5,good,0,0.7,good,0.7,175,True,False
2025-10-22 11:39:00,5,Government controlled bank,0,0.0,Government controlled bank,0.0,175,True,False
2025-10-22 11:06:00,3,When will the full upgrade come? I would like to add the ability to create your own password and PIN.,0,0.475,When will the full upgrade come? I would like to add the ability to create your own password and PIN.,0.475,175,True,False
2025-10-22 06:23:00,5,လာဟူ,1,0.0,Come on,0.0,175,True,False
2025-10-22 06:11:00,5,Thank you.For app,0,0.0,Thank you.For app,0.0,175,True,False
2025-10-22 04:34:00,1,"Overall is great , but the annoying thing is ur kpay acc is automatically follow official accounts ( Like page/Advertising Channels ) however i unfollow them , it keeps coming a lot and tired of it. The user must have control of their own accounts not by force following even if they pay to put on the kpay official accounts list.",0,0.0333333333333333,"Overall is great , but the annoying thing is ur kpay acc is automatically follow official accounts ( Like page/Advertising Channels ) however i unfollow them , it keeps coming a lot and tired of it. The user must have control of their own accounts not by force following even if they pay to put on the kpay official accounts list.",0.0333333333333333,174,True,False
2025-10-20 15:06:00,3,Nice app,0,0.6,Nice app,0.6,173,True,False
2025-10-20 14:07:00,1,တစ်ခါတစ်လေကြရ်ငhackတယ်ဗျ,1,0.0,Sometimes they hack,0.0,173,True,False
2025-10-20 12:07:00,5,so good,0,0.7,so good,0.7,173,True,False
2025-10-20 05:59:00,2,not bed,0,0.0,not bed,0.0,173,True,False
2025-10-20 04:52:00,5,install,0,0.0,install,0.0,172,False,True
2025-10-20 00:28:00,5,good,0,0.7,good,0.7,172,False,True
2025-10-19 20:13:00,5,err,0,0.0,err,0.0,172,True,False
2025-10-19 17:49:00,5,pha ngai..,0,0.0,pha ngai..,0.0,172,True,False
2025-10-19 16:03:00,5,SaSai,0,0.0,SaSai,0.0,172,True,False
2025-10-19 15:17:00,5,ok,0,0.5,ok,0.5,172,True,False
2025-10-19 13:04:00,5,better,0,0.5,better,0.5,172,True,False
2025-10-18 16:34:00,1,အရေးကြီးလို့အကောင့်ဖွင့်တာစိစစ်နေတာရက်ပေါင်းမနည်းဘူးဖအေတော်ဖို့စိစစ်နေတာထင်တယ်,1,0.0,"Because it is important, I have been verifying the opening of the account for several days",0.2,171,False,True
2025-10-18 16:23:00,4,appreciate,0,0.0,appreciate,0.0,171,True,False
2025-10-18 13:40:00,4,Good app,0,0.7,Good app,0.7,171,False,True
2025-10-18 12:28:00,5,very useful,0,0.39,very useful,0.39,171,False,True
2025-10-18 12:10:00,5,ok,0,0.5,ok,0.5,171,True,False
2025-10-18 11:06:00,5,KBZ Bank and UK city taunggyi Myanmar the grand Shan hotel and tour rental Inlay myanmar. family and friends,0,0.5,KBZ Bank and UK city taunggyi Myanmar the grand Shan hotel and tour rental Inlay myanmar. family and friends,0.5,171,False,True
2025-10-18 09:36:00,5,I life like do.,0,0.0,I life like do.,0.0,171,True,False
2025-10-18 06:56:00,5,Nice,0,0.6,Nice,0.6,171,True,False
2025-10-18 06:32:00,1,အကုန်လုံး မင်းတို့ $ လုပ်တွေကြီးပဲ application ကတော့ သုံးရတာ အဆင်ပြေပေမယ့် KBZ Center မှာ Account နဲ့ပတ်သက်လို့ တစ်ခုခုများသွားမလုပ်နဲ့ ဟိုရက်ချိန်း ဒီရက်ချိန်းနဲ့ မပြီးနိုင်တော့ဘူး။ တစ်နေ့က မနက် ၉ နာရီကနေ နေ့လည် ၁ နာရီလောက်ထိ ထိုင်စောင့်ပြီးခါမှ ဟိုရက်ပြန်ချိန်း ဒီရက်ပြန်ချိန်းနဲ့ မင်းတို့ $ လုပ်တွေကြီးပဲ။ဗိုက်ကဆာဆာနဲ့ လူက ဒေါသထွက်သွား တော့ Application ကိုပါ တစ်ခါထဲ uninstall လုပ်လိုက်ပြစ်လိုက်တယ်။ ငါ့အသိုင်းအဝိုင်း ငါ့အသိတွေအကုန်လုံးကိုလည်း Uninstall လုပ်ခိုင်းမယ်။,1,-0.1,"All of you make a lot of money. The application is easy to use, but because of the account at KBZ Center, I can't complete the appointment. The other day, I sat and waited from 9:00 AM to 1:00 PM, then rescheduled the other day and you made a lot of money. I will also ask you to uninstall all of my community and knowledge.",0.036666667,171,True,False
2025-10-18 04:21:00,5,it's useful,0,0.3,it's useful,0.3,170,True,False
2025-10-17 17:21:00,5,i need money,0,0.0,i need money,0.0,170,False,True
2025-10-17 15:48:00,5,Nnt.,0,0.0,Nnt.,0.0,170,True,False
2025-10-17 08:48:00,5,good,0,0.7,good,0.7,170,False,True
2025-10-17 08:41:00,5,verygood,0,0.0,verygood,0.0,170,True,False
2025-10-17 08:07:00,5,good,0,0.7,good,0.7,170,True,False
2025-10-17 05:01:00,5,ကိုစိုးကြီးရဲ့ တယ်လီဖုန်း,1,0.0,Ko Soegyi's telephone,0.0,169,True,False
2025-10-17 02:47:00,5,အို့,1,0.0,Oh,0.0,169,True,False
2025-10-17 01:07:00,5,ok,0,0.5,ok,0.5,169,True,False
2025-10-16 17:42:00,5,Good❤️,0,0.0,Good❤️,0.0,169,True,False
2025-10-16 12:45:00,3,Good,0,0.7,Good,0.7,169,True,False
2025-10-16 11:07:00,1,Very Bad customer services ever.,0,-0.91,Very Bad customer services ever.,-0.91,169,True,False
2025-10-16 10:52:00,5,Good app thank,0,0.7,Good app thank,0.7,169,False,True
2025-10-16 09:14:00,5,QUERT@.KBZPAY piN မေသွားလ်ု့ရယူချင်းပါတာ်ဗျ,1,0.0,QUERT@.KBZPAY piN May go and get it,0.0,169,True,False
2025-10-16 08:05:00,5,like,0,0.0,like,0.0,169,True,False
2025-10-15 22:03:00,5,ok,0,0.5,ok,0.5,168,True,False
2025-10-15 15:28:00,5,Good,0,0.7,Good,0.7,168,False,True
2025-10-15 13:26:00,5,good,0,0.7,good,0.7,168,True,False
2025-10-15 12:16:00,5,Love you all,0,0.5,Love you all,0.5,168,True,False
2025-10-15 12:16:00,5,ကောင်းတယ်,1,0.0,that's cool,0.35,168,True,False
2025-10-15 11:16:00,5,၁၃၄၄၅၆၆၇,1,0.0,13445667,0.0,168,True,False
2025-10-15 04:01:00,5,useful app,0,0.3,useful app,0.3,167,False,True
2025-10-15 03:02:00,5,good,0,0.7,good,0.7,167,True,False
2025-10-14 14:03:00,5,so good,0,0.7,so good,0.7,167,True,False
2025-10-14 11:17:00,1,low bank service quality,0,0.0,low bank service quality,0.0,167,True,False
2025-10-14 09:14:00,5,very good,0,0.91,very good,0.91,167,True,False
2025-10-14 08:58:00,5,app into not dainger good like,0,0.7,app into not dainger good like,0.7,167,True,False
2025-10-14 05:53:00,5,good,0,0.7,good,0.7,167,True,False
2025-10-13 17:03:00,5,good,0,0.7,good,0.7,166,True,False
2025-10-13 09:23:00,5,Thanks you .This App regular to money payment,0,0.1,Thanks you .This App regular to money payment,0.1,166,True,False
2025-10-13 06:28:00,5,ok,0,0.5,ok,0.5,166,True,False
2025-10-13 06:26:00,5,htoomyat,0,0.0,htoomyat,0.0,166,True,False
2025-10-13 05:18:00,5,နန့်ဝင်းနီလာခိုင်,1,0.0,Nan Win Nila Khaing,0.8,165,True,False
2025-10-12 20:15:00,4,Really ? Hhfg,0,0.2,Really ? Hhfg,0.2,165,True,False
2025-10-12 17:59:00,5,good,0,0.7,good,0.7,165,True,False
2025-10-12 17:12:00,5,good,0,0.7,good,0.7,165,False,True
2025-10-12 16:31:00,5,good luck,0,0.7,good luck,0.7,165,False,True
2025-10-12 11:31:00,1,MaungMin,0,0.0,MaungMin,0.0,165,False,True
2025-10-12 08:47:00,1,ပြည်သူနဲ့အတူပူပေါင်းကူညီ‌ပေးပါ,1,0.0,Please help the people,0.0,165,False,True
2025-10-12 08:02:00,5,good,0,0.7,good,0.7,165,False,True
2025-10-12 04:36:00,4,majala,0,0.0,majala,0.0,164,True,False
2025-10-12 02:47:00,4,Good,0,0.7,Good,0.7,164,True,False
2025-10-12 01:26:00,5,good,0,0.7,good,0.7,164,True,False
2025-10-11 13:29:00,5,barry so myat,0,0.0,barry so myat,0.0,164,True,False
2025-10-11 12:54:00,5,khaing zin,0,0.0,khaing zin,0.0,164,True,False
2025-10-11 12:10:00,1,Why are there ads? It is a bank app for god sake. Please remove advertisements.,0,0.0,Why are there ads? It is a bank app for god sake. Please remove advertisements.,0.0,164,True,False
2025-10-11 12:02:00,5,good,0,0.7,good,0.7,164,True,False
2025-10-11 09:35:00,5,my like,0,0.0,my like,0.0,164,True,False
2025-10-10 07:57:00,5,good,0,0.7,good,0.7,163,True,False
2025-10-10 06:18:00,5,good,0,0.7,good,0.7,163,True,False
2025-10-10 06:09:00,5,Simple is good.,0,0.35,Simple is good.,0.35,163,True,False
2025-10-10 05:53:00,5,good,0,0.7,good,0.7,163,True,False
2025-10-10 04:51:00,1,KPay market seller cancelled my order reason being “Stock out” and yet still on seller listing even after cancellation. I'm starting to think seller hate discount coupon. This is ruining the thadingyut spirit!,0,-0.5,KPay market seller cancelled my order reason being “Stock out” and yet still on seller listing even after cancellation. I'm starting to think seller hate discount coupon. This is ruining the thadingyut spirit!,-0.5,162,True,False
2025-10-10 04:19:00,5,good,0,0.7,good,0.7,162,True,False
2025-10-10 03:52:00,5,it's good,0,0.7,it's good,0.7,162,True,False
2025-10-09 18:50:00,5,good,0,0.7,good,0.7,162,True,False
2025-10-09 18:22:00,5,Ok,0,0.5,Ok,0.5,162,True,False
2025-10-09 17:50:00,5,like,0,0.0,like,0.0,162,True,False
2025-10-09 13:59:00,5,Yingyou Lve,0,0.0,Yingyou Lve,0.0,162,True,False
2025-10-09 12:30:00,5,good,0,0.7,good,0.7,162,True,False
2025-10-09 12:22:00,4,Best popular vote,0,0.8,Best popular vote,0.8,162,False,True
2025-10-09 08:42:00,5,ဖုန်ဘေလ်ဖြည့်လို့ရလို့,1,0.0,Because you can fill the dirt bill,0.0,162,True,False
2025-10-09 07:15:00,5,good,0,0.7,good,0.7,162,True,False
2025-10-09 05:17:00,5,not bad!,0,0.4374999999999999,not bad!,0.4374999999999999,161,True,False
2025-10-09 04:27:00,5,pøkêmóñ,0,0.0,pøkêmóñ,0.0,161,True,False
2025-10-09 03:56:00,5,SAIAUNGMURNG,0,0.0,SAIAUNGMURNG,0.0,161,True,False
2025-10-09 03:37:00,5,k pay,0,0.0,k pay,0.0,161,True,False
2025-10-09 02:52:00,5,good,0,0.7,good,0.7,161,True,False
2025-10-09 00:38:00,1,good application,0,0.7,good application,0.7,161,True,False
2025-10-08 17:29:00,5,GoodMoney,0,0.0,GoodMoney,0.0,161,True,False
2025-10-08 16:38:00,5,good,0,0.7,good,0.7,161,False,True
2025-10-08 15:08:00,5,ok very good,0,0.705,ok very good,0.705,161,True,False
2025-10-08 11:49:00,5,⭐⭐⭐⭐⭐,0,0.0,⭐⭐⭐⭐⭐,0.0,161,True,False
2025-10-08 10:27:00,5,myo,0,0.0,myo,0.0,161,True,False
2025-10-08 09:13:00,5,တန်းမရပူးကွာ,1,0.0,Not getting a grade,0.0,161,True,False
2025-10-08 05:35:00,5,ဝင်မရဘူး,1,0.0,Can't enter,0.0,160,True,False
2025-10-08 05:03:00,5,Ok,0,0.5,Ok,0.5,160,True,False
2025-10-08 03:45:00,5,good,0,0.7,good,0.7,160,True,False
2025-10-08 03:28:00,5,good application,0,0.7,good application,0.7,160,True,False
2025-10-08 00:58:00,1,တနေ့ကိုအကန့်သတ်မရှိငွေသွင်းငွေထုတ်နိုင်မှကြယ်ငါးလုံးပေးမယ်,1,0.0,I will give you five stars if you can make unlimited deposits and withdrawals per day,0.0,160,True,False
2025-10-07 23:09:00,5,Good,0,0.7,Good,0.7,160,True,False
2025-10-07 22:08:00,5,Good,0,0.7,Good,0.7,160,True,False
2025-10-07 21:57:00,5,ok,0,0.5,ok,0.5,160,False,True
2025-10-07 16:11:00,5,it is so useful,0,0.3,it is so useful,0.3,160,True,False
2025-10-07 14:43:00,5,so smart style of mobile and check out,0,0.2142857142857142,so smart style of mobile and check out,0.2142857142857142,160,True,False
2025-10-07 14:32:00,5,ThantZin Htwe,0,0.0,ThantZin Htwe,0.0,160,True,False
2025-10-07 13:50:00,1,"Bad QoS service, even cannot participate in Thadingyut event. The events are like seductive events. I get only 1200 MMK in this event.",0,-0.35,"Bad QoS service, even cannot participate in Thadingyut event. The events are like seductive events. I get only 1200 MMK in this event.",-0.35,160,True,False
2025-10-07 13:45:00,1,poor connection..,0,-0.4,poor connection..,-0.4,160,True,False
2025-10-07 13:36:00,1,သီတင်းကျွတ် မုန့်ဖိုးစီစဥ်က လိ့မို့ယူမရတာလား,1,0.0,Can't take it because the weekend bread plan is a scam?,0.0,160,True,False
2025-10-07 13:35:00,1,"so many bugs,lags and traffic errors",0,0.5,"so many bugs,lags and traffic errors",0.5,160,True,False
2025-10-07 13:30:00,5,good,0,0.7,good,0.7,160,True,False
2025-10-07 13:25:00,5,verry good.,0,0.7,verry good.,0.7,160,True,False
2025-10-07 08:10:00,5,Goog,0,0.0,Goog,0.0,160,True,False
2025-10-07 06:09:00,5,nice,0,0.6,nice,0.6,160,True,False
2025-10-07 05:29:00,5,good,0,0.7,good,0.7,159,True,False
2025-10-07 03:42:00,3,easy,0,0.4333333333333333,easy,0.4333333333333333,159,True,False
2025-10-07 03:17:00,5,good pay,0,0.7,good pay,0.7,159,False,True
2025-10-07 03:11:00,1,l cant even open the account,0,0.0,l cant even open the account,0.0,159,True,False
2025-10-07 02:51:00,5,good good,0,0.7,good good,0.7,159,True,False
2025-10-06 16:44:00,5,ok,0,0.5,ok,0.5,159,True,False
2025-10-06 16:24:00,5,good,0,0.7,good,0.7,159,True,False
2025-10-06 14:25:00,1,bad,0,-0.7,bad,-0.7,159,True,False
2025-10-06 13:45:00,1,it so many error and so bad connection. it cannot solve our problem of their app error.,0,-0.1,it so many error and so bad connection. it cannot solve our problem of their app error.,-0.1,159,True,False
2025-10-06 13:37:00,5,good,0,0.7,good,0.7,159,False,True
2025-10-06 13:23:00,4,Useful to get app,0,0.3,Useful to get app,0.3,159,True,False
2025-10-06 12:43:00,5,Myanmar on the world,0,0.0,Myanmar on the world,0.0,159,True,False
2025-10-06 11:54:00,5,ဂွတ်,1,0.0,Good,0.7,159,False,True
2025-10-06 11:46:00,5,draws,0,0.0,draws,0.0,159,True,False
2025-10-06 11:13:00,5,Good,0,0.7,Good,0.7,159,False,True
2025-10-06 09:55:00,5,I like is it,0,0.0,I like is it,0.0,159,False,True
2025-10-06 09:09:00,5,currently so smooth,0,0.4,currently so smooth,0.4,159,True,False
2025-10-06 08:50:00,5,I like this app,0,0.0,I like this app,0.0,159,True,False
2025-10-06 07:29:00,2,good KBZ pay,0,0.7,good KBZ pay,0.7,159,False,True
2025-10-06 06:58:00,5,Ok,0,0.5,Ok,0.5,159,True,False
2025-10-06 06:40:00,5,like,0,0.0,like,0.0,159,False,True
2025-10-06 06:25:00,4,သုံးရတာအဆင်ပြေတယ် အာမခံချက်အပြည့်ဝရှိတယ်,1,0.0,"Easy to use, fully guaranteed",0.4333333333333333,159,True,False
2025-10-06 06:14:00,5,ok,0,0.5,ok,0.5,159,False,True
2025-10-06 03:54:00,5,good,0,0.7,good,0.7,158,True,False
2025-10-06 03:43:00,5,Good,0,0.7,Good,0.7,158,True,False
2025-10-06 03:21:00,5,Easy to transfer the cash each and every account.,0,0.4333333333333333,Easy to transfer the cash each and every account.,0.4333333333333333,158,True,False
2025-10-06 03:08:00,5,Good,0,0.7,Good,0.7,158,True,False
2025-10-06 02:16:00,5,good,0,0.7,good,0.7,158,True,False
2025-10-05 21:35:00,5,⭐⭐⭐⭐⭐,0,0.0,⭐⭐⭐⭐⭐,0.0,158,True,False
2025-10-05 17:26:00,5,ok,0,0.5,ok,0.5,158,True,False
2025-10-05 16:30:00,5,Good,0,0.7,Good,0.7,158,True,False
2025-10-05 14:43:00,5,It is convenient to use.,0,0.0,It is convenient to use.,0.0,158,False,True
2025-10-05 14:03:00,5,Good,0,0.7,Good,0.7,158,True,False
2025-10-05 13:43:00,5,Good,0,0.7,Good,0.7,158,True,False
2025-10-05 12:08:00,5,Good,0,0.7,Good,0.7,158,True,False
