Date,Rating,Review,Is_Burmese,Sentiment_Score,Translated_Review,Sentiment_Score_Translated,Lang_Burmese,Lang_English,Lang_Mixed,Month_Difference,Date_Interval,Emoji_Count,Device_Phone,Device_Tablet,Sentiment_Category
11/5/2025 11:33,5,အခြားဘဏ် service SMS နှင့် ငွေလက်ခံရရှီ‌ကြောင်း massage ဝင်တယ် အခြားဘဏ် တွေ အရမ်းကောင်း လေ့လာ,1,0.0,Other banks service SMS and massage to receive money. Study other banks very well,-0.016666667,False,False,True,7,4,0,True,False,Neutral
11/5/2025 8:40,5,i like this@,0,0.0,i like this@,0.0,False,True,False,7,4,0,True,False,Neutral
11/5/2025 6:39,2,good,0,0.7,good,0.7,False,True,False,7,4,0,True,False,Positive
11/5/2025 2:45,5,Using for best app,0,1.0,Using for best app,1.0,False,True,False,7,4,0,True,False,Positive
11/4/2025 23:13,5,good,0,0.7,good,0.7,False,True,False,7,4,0,True,False,Positive
11/4/2025 18:28,5,Best,0,1.0,Best,1.0,False,True,False,7,4,0,True,False,Positive
11/4/2025 17:10,5,‌ပိုက်ဆံကိုအိပ်နဲ့သယ်စရာမလိုတော့ဘူး အဆင်‌ေြပတယ်,1,0.0,It's convenient not to have to carry the money,0.0,True,False,False,7,4,0,True,False,Neutral
11/3/2025 18:36,5,goid,0,0.0,goid,0.0,False,True,False,7,4,0,True,False,Neutral
11/3/2025 15:39,4,"Why is recharge for some games not updating. It says ''Maintenance is Underway"".",0,0.0,"Why is recharge for some games not updating. It says ''Maintenance is Underway"".",0.0,False,True,False,7,4,0,False,True,Neutral
11/3/2025 15:23,4,good,0,0.7,good,0.7,False,True,False,7,4,0,True,False,Positive
11/3/2025 15:08,1,you can app join very slowiy down,0,0.022222222,you can app join very slowiy down,0.022222222,False,True,False,7,4,0,True,False,Neutral
11/3/2025 14:57,5,Ok,0,0.5,Ok,0.5,False,True,False,7,4,0,False,True,Positive
11/2/2025 10:03,5,good,0,0.7,good,0.7,False,True,False,7,4,0,False,True,Positive
11/1/2025 22:46,5,good,0,0.7,good,0.7,False,True,False,7,4,0,True,False,Positive
11/1/2025 14:31,1,a lot of errors too disappointing,0,-0.6,a lot of errors too disappointing,-0.6,False,True,False,7,4,0,True,False,Negative
11/1/2025 13:43,5,good,0,0.7,good,0.7,False,True,False,7,4,0,True,False,Positive
11/1/2025 13:25,5,ThawDar,0,0.0,ThawDar,0.0,False,True,False,7,4,0,True,False,Neutral
11/1/2025 3:13,5,ေဆာ့ဝဲလ္ေဒါင္းမရဘူးဗ်,1,0.0,I can't download the software,0.0,True,False,False,7,4,0,True,False,Neutral
11/1/2025 2:40,1,ငါ့ငွေလွှဲ ဖုန်းဘေထည့်လို့မရဘူး,1,0.0,I can't add my money transfer phone number,0.0,True,False,False,7,4,0,True,False,Neutral
10/31/2025 18:06,3,"Need to "" Dark mode"" next update.",0,-0.075,"Need to "" Dark mode"" next update.",-0.075,False,True,False,6,3,0,True,False,Neutral
10/31/2025 17:44,1,pinမေ့နေတာ မလုပ်ပေးဘူး,1,0.0,Forgotten pin does not work,0.0,False,False,True,6,3,0,True,False,Neutral
10/31/2025 16:14,5,It is easy to use and convenient because of its clear payment and strong security. It saves time.,0,0.3222222222222222,It is easy to use and convenient because of its clear payment and strong security. It saves time.,0.3222222222222222,False,True,False,6,3,0,True,False,Positive
10/31/2025 10:11,5,Good app,0,0.7,Good app,0.7,False,True,False,6,3,0,True,False,Positive
10/31/2025 7:05,5,tgankyou,0,0.0,tgankyou,0.0,False,True,False,6,3,0,True,False,Neutral
10/31/2025 2:15,5,like,0,0.0,like,0.0,False,True,False,6,3,0,True,False,Neutral
10/31/2025 2:12,5,good,0,0.7,good,0.7,False,True,False,6,3,0,False,True,Positive
10/30/2025 9:43,5,like,0,0.0,like,0.0,False,True,False,6,3,0,True,False,Neutral
10/30/2025 8:17,5,thank love you all,0,0.5,thank love you all,0.5,False,True,False,6,3,0,True,False,Positive
10/30/2025 7:02,5,very useful for me,0,0.39,very useful for me,0.39,False,True,False,6,3,0,True,False,Positive
10/30/2025 6:33,5,ကျန်းမာချမ်းသာကြပါစေ,1,0.0,May they be healthy and prosperous,0.5,True,False,False,6,3,0,True,False,Positive
10/30/2025 5:43,3,good job,0,0.7,good job,0.7,False,True,False,6,3,0,True,False,Positive
10/30/2025 2:45,4,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/29/2025 21:45,5,Best App In Burma.,0,1.0,Best App In Burma.,1.0,False,True,False,6,3,0,True,False,Positive
10/29/2025 21:17,5,help me,0,0.0,help me,0.0,False,True,False,6,3,0,True,False,Neutral
10/29/2025 19:23,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/29/2025 14:02,5,like,0,0.0,like,0.0,False,True,False,6,3,0,True,False,Neutral
10/29/2025 13:23,1,xi,0,0.0,xi,0.0,False,True,False,6,3,0,False,True,Neutral
10/29/2025 13:05,1,ဖောက်လို့ကိုမရ,1,0.0,Can't break through,0.0,True,False,False,6,3,0,False,True,Neutral
10/29/2025 9:02,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/29/2025 6:49,5,မဂ်လာပါ။,1,0.0,Majla.,0.0,True,False,False,6,3,0,True,False,Neutral
10/29/2025 5:46,2,2 update,0,0.0,2 update,0.0,False,True,False,6,3,0,True,False,Neutral
10/29/2025 5:18,5,it really good,0,0.7,it really good,0.7,False,True,False,6,3,0,True,False,Positive
10/28/2025 23:08,5,Lee Pet,0,0.0,Lee Pet,0.0,False,True,False,6,3,0,True,False,Neutral
10/28/2025 16:46,5,like thet,0,0.0,like thet,0.0,False,True,False,6,3,0,True,False,Neutral
10/28/2025 8:17,3,goob,0,0.0,goob,0.0,False,True,False,6,3,0,True,False,Neutral
10/28/2025 2:31,5,t is fine and we do,0,0.4166666666666667,t is fine and we do,0.4166666666666667,False,True,False,6,3,0,True,False,Positive
10/28/2025 2:23,5,kplay,0,0.0,kplay,0.0,False,True,False,6,3,0,True,False,Neutral
10/27/2025 17:42,5,Good,0,0.7,Good,0.7,False,True,False,6,3,0,True,False,Positive
10/27/2025 12:20,5,Useful for me,0,0.3,Useful for me,0.3,False,True,False,6,3,0,True,False,Positive
10/27/2025 5:15,5,Good,0,0.7,Good,0.7,False,True,False,6,3,0,True,False,Positive
10/26/2025 19:27,5,very good to use this app,0,0.91,very good to use this app,0.91,False,True,False,6,3,0,True,False,Positive
10/26/2025 15:31,5,device change,0,0.0,device change,0.0,False,True,False,6,3,0,False,True,Neutral
10/26/2025 15:10,5,Hhuu,0,0.0,Hhuu,0.0,False,True,False,6,3,0,True,False,Neutral
10/26/2025 11:56,5,thanksyou,0,0.0,thanksyou,0.0,False,True,False,6,3,0,True,False,Neutral
10/26/2025 6:02,1,no update,0,0.0,no update,0.0,False,True,False,6,3,0,True,False,Neutral
10/25/2025 19:41,5,r?jt,0,0.0,r?jt,0.0,False,True,False,6,3,0,True,False,Neutral
10/25/2025 16:27,4,goots,0,0.0,goots,0.0,False,True,False,6,3,0,True,False,Neutral
10/25/2025 14:02,5,kyawgyi,0,0.0,kyawgyi,0.0,False,True,False,6,3,0,True,False,Neutral
10/25/2025 3:20,5,good live,0,0.4181818181818181,good live,0.4181818181818181,False,True,False,6,3,0,True,False,Positive
10/24/2025 15:58,5,good to use,0,0.7,good to use,0.7,False,True,False,6,3,0,True,False,Positive
10/24/2025 12:24,5,please app down not??,0,-0.155555556,please app down not??,-0.155555556,False,True,False,6,3,0,True,False,Negative
10/24/2025 8:13,5,Ok,0,0.5,Ok,0.5,False,True,False,6,3,0,False,True,Positive
10/24/2025 7:06,5,good.,0,0.7,good.,0.7,False,True,False,6,3,0,True,False,Positive
10/24/2025 5:59,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/24/2025 5:30,5,nice,0,0.6,nice,0.6,False,True,False,6,3,0,True,False,Positive
10/24/2025 4:32,1,shitiest app ever I use.. it doesn't allow topping up to same number with same amount.,0,0.0,shitiest app ever I use.. it doesn't allow topping up to same number with same amount.,0.0,False,True,False,6,3,0,True,False,Neutral
10/24/2025 0:38,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/23/2025 12:29,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/23/2025 11:56,5,good night baby,0,0.7,good night baby,0.7,False,True,False,6,3,0,True,False,Positive
10/23/2025 7:12,5,My Mi-Phone cann`t use this app.Why?why?,0,0.0,My Mi-Phone cann`t use this app.Why?why?,0.0,False,True,False,6,3,0,True,False,Neutral
10/23/2025 1:22,5,Good,0,0.7,Good,0.7,False,True,False,6,3,0,True,False,Positive
10/23/2025 1:00,5,good app,0,0.7,good app,0.7,False,True,False,6,3,0,True,False,Positive
10/22/2025 23:38,5,good,0,0.7,good,0.7,False,True,False,6,3,0,False,True,Positive
10/22/2025 18:29,5,Very good,0,0.91,Very good,0.91,False,True,False,6,3,0,False,True,Positive
10/22/2025 14:54,3,ok,0,0.5,ok,0.5,False,True,False,6,3,0,False,True,Positive
10/22/2025 13:54,5,good,0,0.7,good,0.7,False,True,False,6,3,0,False,True,Positive
10/22/2025 13:12,5,I like .,0,0.0,I like .,0.0,False,True,False,6,3,0,False,True,Neutral
10/22/2025 13:07,5,Yas,0,0.0,Yas,0.0,False,True,False,6,3,0,True,False,Neutral
10/22/2025 11:42,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/22/2025 11:39,5,Government controlled bank,0,0.0,Government controlled bank,0.0,False,True,False,6,3,0,True,False,Neutral
10/22/2025 11:06,3,When will the full upgrade come? I would like to add the ability to create your own password and PIN.,0,0.475,When will the full upgrade come? I would like to add the ability to create your own password and PIN.,0.475,False,True,False,6,3,0,True,False,Positive
10/22/2025 6:23,5,လာဟူ,1,0.0,Come on,0.0,True,False,False,6,3,0,True,False,Neutral
10/22/2025 6:11,5,Thank you.For app,0,0.0,Thank you.For app,0.0,False,True,False,6,3,0,True,False,Neutral
10/22/2025 4:34,1,"Overall is great , but the annoying thing is ur kpay acc is automatically follow official accounts ( Like page/Advertising Channels ) however i unfollow them , it keeps coming a lot and tired of it. The user must have control of their own accounts not by force following even if they pay to put on the kpay official accounts list.",0,0.033333333,"Overall is great , but the annoying thing is ur kpay acc is automatically follow official accounts ( Like page/Advertising Channels ) however i unfollow them , it keeps coming a lot and tired of it. The user must have control of their own accounts not by force following even if they pay to put on the kpay official accounts list.",0.033333333,False,True,False,6,3,0,True,False,Neutral
10/20/2025 15:06,3,Nice app,0,0.6,Nice app,0.6,False,True,False,6,3,0,True,False,Positive
10/20/2025 14:07,1,တစ်ခါတစ်လေကြရ်ငhackတယ်ဗျ,1,0.0,Sometimes they hack,0.0,False,False,True,6,3,0,True,False,Neutral
10/20/2025 12:07,5,so good,0,0.7,so good,0.7,False,True,False,6,3,0,True,False,Positive
10/20/2025 5:59,2,not bed,0,0.0,not bed,0.0,False,True,False,6,3,0,True,False,Neutral
10/20/2025 4:52,5,install,0,0.0,install,0.0,False,True,False,6,3,0,False,True,Neutral
10/20/2025 0:28,5,good,0,0.7,good,0.7,False,True,False,6,3,0,False,True,Positive
10/19/2025 20:13,5,err,0,0.0,err,0.0,False,True,False,6,3,0,True,False,Neutral
10/19/2025 17:49,5,pha ngai..,0,0.0,pha ngai..,0.0,False,True,False,6,3,0,True,False,Neutral
10/19/2025 16:03,5,SaSai,0,0.0,SaSai,0.0,False,True,False,6,3,0,True,False,Neutral
10/19/2025 15:17,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/19/2025 13:04,5,better,0,0.5,better,0.5,False,True,False,6,3,0,True,False,Positive
10/18/2025 16:34,1,အရေးကြီးလို့အကောင့်ဖွင့်တာစိစစ်နေတာရက်ပေါင်းမနည်းဘူးဖအေတော်ဖို့စိစစ်နေတာထင်တယ်,1,0.0,"Because it is important, I have been verifying the opening of the account for several days",0.2,True,False,False,6,3,0,False,True,Positive
10/18/2025 16:23,4,appreciate,0,0.0,appreciate,0.0,False,True,False,6,3,0,True,False,Neutral
10/18/2025 13:40,4,Good app,0,0.7,Good app,0.7,False,True,False,6,3,0,False,True,Positive
10/18/2025 12:28,5,very useful,0,0.39,very useful,0.39,False,True,False,6,3,0,False,True,Positive
10/18/2025 12:10,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/18/2025 11:06,5,KBZ Bank and UK city taunggyi Myanmar the grand Shan hotel and tour rental Inlay myanmar. family and friends,0,0.5,KBZ Bank and UK city taunggyi Myanmar the grand Shan hotel and tour rental Inlay myanmar. family and friends,0.5,False,True,False,6,3,0,False,True,Positive
10/18/2025 9:36,5,I life like do.,0,0.0,I life like do.,0.0,False,True,False,6,3,0,True,False,Neutral
10/18/2025 6:56,5,Nice,0,0.6,Nice,0.6,False,True,False,6,3,0,True,False,Positive
10/18/2025 6:32,1,အကုန်လုံး မင်းတို့ $ လုပ်တွေကြီးပဲ application ကတော့ သုံးရတာ အဆင်ပြေပေမယ့် KBZ Center မှာ Account နဲ့ပတ်သက်လို့ တစ်ခုခုများသွားမလုပ်နဲ့ ဟိုရက်ချိန်း ဒီရက်ချိန်းနဲ့ မပြီးနိုင်တော့ဘူး။ တစ်နေ့က မနက် ၉ နာရီကနေ နေ့လည် ၁ နာရီလောက်ထိ ထိုင်စောင့်ပြီးခါမှ ဟိုရက်ပြန်ချိန်း ဒီရက်ပြန်ချိန်းနဲ့ မင်းတို့ $ လုပ်တွေကြီးပဲ။ဗိုက်ကဆာဆာနဲ့ လူက ဒေါသထွက်သွား တော့ Application ကိုပါ တစ်ခါထဲ uninstall လုပ်လိုက်ပြစ်လိုက်တယ်။ ငါ့အသိုင်းအဝိုင်း ငါ့အသိတွေအကုန်လုံးကိုလည်း Uninstall လုပ်ခိုင်းမယ်။,1,-0.1,"All of you make a lot of money. The application is easy to use, but because of the account at KBZ Center, I can't complete the appointment. The other day, I sat and waited from 9:00 AM to 1:00 PM, then rescheduled the other day and you made a lot of money. I will also ask you to uninstall all of my community and knowledge.",0.036666667,False,False,True,6,3,0,True,False,Neutral
10/18/2025 4:21,5,it's useful,0,0.3,it's useful,0.3,False,True,False,6,3,0,True,False,Positive
10/17/2025 17:21,5,i need money,0,0.0,i need money,0.0,False,True,False,6,3,0,False,True,Neutral
10/17/2025 15:48,5,Nnt.,0,0.0,Nnt.,0.0,False,True,False,6,3,0,True,False,Neutral
10/17/2025 8:48,5,good,0,0.7,good,0.7,False,True,False,6,3,0,False,True,Positive
10/17/2025 8:41,5,verygood,0,0.0,verygood,0.0,False,True,False,6,3,0,True,False,Neutral
10/17/2025 8:07,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/17/2025 5:01,5,ကိုစိုးကြီးရဲ့ တယ်လီဖုန်း,1,0.0,Ko Soegyi's telephone,0.0,True,False,False,6,3,0,True,False,Neutral
10/17/2025 2:47,5,အို့,1,0.0,Oh,0.0,True,False,False,6,3,0,True,False,Neutral
10/17/2025 1:07,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/16/2025 17:42,5,Good❤️,0,0.0,Good❤️,0.0,False,True,False,6,3,1,True,False,Neutral
10/16/2025 12:45,3,Good,0,0.7,Good,0.7,False,True,False,6,3,0,True,False,Positive
10/16/2025 11:07,1,Very Bad customer services ever.,0,-0.91,Very Bad customer services ever.,-0.91,False,True,False,6,3,0,True,False,Negative
10/16/2025 10:52,5,Good app thank,0,0.7,Good app thank,0.7,False,True,False,6,3,0,False,True,Positive
10/16/2025 9:14,5,QUERT@.KBZPAY piN မေသွားလ်ု့ရယူချင်းပါတာ်ဗျ,1,0.0,QUERT@.KBZPAY piN May go and get it,0.0,False,False,True,6,3,0,True,False,Neutral
10/16/2025 8:05,5,like,0,0.0,like,0.0,False,True,False,6,3,0,True,False,Neutral
10/15/2025 22:03,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/15/2025 15:28,5,Good,0,0.7,Good,0.7,False,True,False,6,3,0,False,True,Positive
10/15/2025 13:26,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/15/2025 12:16,5,Love you all,0,0.5,Love you all,0.5,False,True,False,6,3,0,True,False,Positive
10/15/2025 12:16,5,ကောင်းတယ်,1,0.0,that's cool,0.35,True,False,False,6,3,0,True,False,Positive
10/15/2025 11:16,5,၁၃၄၄၅၆၆၇,1,0.0,13445667,0.0,True,False,False,6,3,0,True,False,Neutral
10/15/2025 4:01,5,useful app,0,0.3,useful app,0.3,False,True,False,6,3,0,False,True,Positive
10/15/2025 3:02,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/14/2025 14:03,5,so good,0,0.7,so good,0.7,False,True,False,6,3,0,True,False,Positive
10/14/2025 11:17,1,low bank service quality,0,0.0,low bank service quality,0.0,False,True,False,6,3,0,True,False,Neutral
10/14/2025 9:14,5,very good,0,0.91,very good,0.91,False,True,False,6,3,0,True,False,Positive
10/14/2025 8:58,5,app into not dainger good like,0,0.7,app into not dainger good like,0.7,False,True,False,6,3,0,True,False,Positive
10/14/2025 5:53,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/13/2025 17:03,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/13/2025 9:23,5,Thanks you .This App regular to money payment,0,0.1,Thanks you .This App regular to money payment,0.1,False,True,False,6,3,0,True,False,Neutral
10/13/2025 6:28,5,ok,0,0.5,ok,0.5,False,True,False,6,3,0,True,False,Positive
10/13/2025 6:26,5,htoomyat,0,0.0,htoomyat,0.0,False,True,False,6,3,0,True,False,Neutral
10/13/2025 5:18,5,နန့်ဝင်းနီလာခိုင်,1,0.0,Nan Win Nila Khaing,0.8,True,False,False,6,3,0,True,False,Positive
10/12/2025 20:15,4,Really ? Hhfg,0,0.2,Really ? Hhfg,0.2,False,True,False,6,3,0,True,False,Positive
10/12/2025 17:59,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/12/2025 17:12,5,good,0,0.7,good,0.7,False,True,False,6,3,0,False,True,Positive
10/12/2025 16:31,5,good luck,0,0.7,good luck,0.7,False,True,False,6,3,0,False,True,Positive
10/12/2025 11:31,1,MaungMin,0,0.0,MaungMin,0.0,False,True,False,6,3,0,False,True,Neutral
10/12/2025 8:47,1,ပြည်သူနဲ့အတူပူပေါင်းကူညီ‌ပေးပါ,1,0.0,Please help the people,0.0,True,False,False,6,3,0,False,True,Neutral
10/12/2025 8:02,5,good,0,0.7,good,0.7,False,True,False,6,3,0,False,True,Positive
10/12/2025 4:36,4,majala,0,0.0,majala,0.0,False,True,False,6,3,0,True,False,Neutral
10/12/2025 2:47,4,Good,0,0.7,Good,0.7,False,True,False,6,3,0,True,False,Positive
10/12/2025 1:26,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/11/2025 13:29,5,barry so myat,0,0.0,barry so myat,0.0,False,True,False,6,3,0,True,False,Neutral
10/11/2025 12:54,5,khaing zin,0,0.0,khaing zin,0.0,False,True,False,6,3,0,True,False,Neutral
10/11/2025 12:10,1,Why are there ads? It is a bank app for god sake. Please remove advertisements.,0,0.0,Why are there ads? It is a bank app for god sake. Please remove advertisements.,0.0,False,True,False,6,3,0,True,False,Neutral
10/11/2025 12:02,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/11/2025 9:35,5,my like,0,0.0,my like,0.0,False,True,False,6,3,0,True,False,Neutral
10/10/2025 7:57,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/10/2025 6:18,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/10/2025 6:09,5,Simple is good.,0,0.35,Simple is good.,0.35,False,True,False,6,3,0,True,False,Positive
10/10/2025 5:53,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/10/2025 4:51,1,KPay market seller cancelled my order reason being “Stock out” and yet still on seller listing even after cancellation. I'm starting to think seller hate discount coupon. This is ruining the thadingyut spirit!,0,-0.5,KPay market seller cancelled my order reason being “Stock out” and yet still on seller listing even after cancellation. I'm starting to think seller hate discount coupon. This is ruining the thadingyut spirit!,-0.5,False,True,False,6,3,0,True,False,Negative
10/10/2025 4:19,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/10/2025 3:52,5,it's good,0,0.7,it's good,0.7,False,True,False,6,3,0,True,False,Positive
10/9/2025 18:50,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/9/2025 18:22,5,Ok,0,0.5,Ok,0.5,False,True,False,6,3,0,True,False,Positive
10/9/2025 17:50,5,like,0,0.0,like,0.0,False,True,False,6,3,0,True,False,Neutral
10/9/2025 13:59,5,Yingyou Lve,0,0.0,Yingyou Lve,0.0,False,True,False,6,3,0,True,False,Neutral
10/9/2025 12:30,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/9/2025 12:22,4,Best popular vote,0,0.8,Best popular vote,0.8,False,True,False,6,3,0,False,True,Positive
10/9/2025 8:42,5,ဖုန်ဘေလ်ဖြည့်လို့ရလို့,1,0.0,Because you can fill the dirt bill,0.0,True,False,False,6,3,0,True,False,Neutral
10/9/2025 7:15,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/9/2025 5:17,5,not bad!,0,0.4374999999999999,not bad!,0.4374999999999999,False,True,False,6,3,0,True,False,Positive
10/9/2025 4:27,5,pøkêmóñ,0,0.0,pøkêmóñ,0.0,False,True,False,6,3,0,True,False,Neutral
10/9/2025 3:56,5,SAIAUNGMURNG,0,0.0,SAIAUNGMURNG,0.0,False,True,False,6,3,0,True,False,Neutral
10/9/2025 3:37,5,k pay,0,0.0,k pay,0.0,False,True,False,6,3,0,True,False,Neutral
10/9/2025 2:52,5,good,0,0.7,good,0.7,False,True,False,6,3,0,True,False,Positive
10/9/2025 0:38,1,good application,0,0.7,good application,0.7,False,True,False,6,3,0,True,False,Positive
10/8/2025 17:29,5,GoodMoney,0,0.0,GoodMoney,0.0,False,True,False,6,3,0,True,False,Neutral
